,,,,,,,,,,,,,,,,Benchmark  /  Model MLC  /  Scenario  /  Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Inference,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3d-unet-99,3d-unet-99.9,dlrm-v2-99,,dlrm-v2-99.9,,gptj-99,,gptj-99.9,,llama2-70b-99,,llama2-70b-99.9,,llama2-70b-interactive-99,,llama2-70b-interactive-99.9,,llama3.1-405b,,mixtral-8x7b,,resnet,,retinanet,,rgat,stable-diffusion-xl,
,,,,,,,,,,,,,,,,Offline,Offline,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Offline,Server
Public ID,Organization,Availability,System Name (click + for details),# of Nodes,Processor (click + for details),# of  Processors ,Accelerator (click + for details),# of Accelerators,Availability,Accelerator (click + for details),Host Processor Core Count,Processor (click + for details),Sum of # of  Processors ,Division/Power,,Samples/s,Samples/s,Samples/s,Queries/s,Samples/s,Queries/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Samples/s,Queries/s,Tokens/s,Tokens/s,Samples/s,Queries/s,Samples/s,Queries/s,Samples/s,Samples/s,Queries/s
5.0-0063,Quanta_Cloud_Technology,available,1-node-2S-GNR_86C,1,INTEL(R) XEON(R) 6787P,2,N/A,0,available,N/A,86,INTEL(R) XEON(R) 6787P,2,Closed ,# of Accelerators,,0,,,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,,,
,,,,,,,,,,,,,,,# of Nodes,,1,,,1,1,,,1,1,,,,,,,,,,,,,1,1,1,1,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,2.24,,,"12,391.50","11,789.70",,,300.86,168.67,,,,,,,,,,,,,"31,091.40","27,987.90",456.67,350.91,,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,2,,,2,2,,,2,2,,,,,,,,,,,,,2,2,2,2,,,
5.0-0064,Quanta_Cloud_Technology,available,QuantaGrid D54U-3U (4x H100-PCIe-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,2,NVIDIA H100-PCIe-80GB,4,available,NVIDIA H100-PCIe-80GB,52,Intel(R) Xeon(R) Platinum 8470,2,Closed ,# of Accelerators,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,4,4,4,4,4,4,,4,4
,,,,,,,,,,,,,,,# of Nodes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,18.54,18.54,"187,064.00","175,419.00","109,408.00","100,187.00","6,319.07","6,251.27","6,319.07","6,251.27","7,013.17","4,889.92","7,013.17","4,889.92",,,,,,,"15,843.30","13,864.50","226,268.00","188,014.00","4,709.61","4,439.99",,5.35,4.22
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,2,2,2,2,2,2,,2,2
5.0-0065,Quanta_Cloud_Technology,available,QuantaGrid D74H-7U (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480+,2,NVIDIA H100-SXM-80GB,8,available,NVIDIA H100-SXM-80GB,56,Intel(R) Xeon(R) Platinum 8480+,2,Closed ,# of Accelerators,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,,,,8,8,8,8,8,8,8,8,,8,8
,,,,,,,,,,,,,,,# of Nodes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,51.35,51.35,"586,194.00","512,121.00","372,632.00","340,044.00","20,464.90","19,316.90","20,464.90","19,316.90","31,083.60","29,916.03","31,083.60","29,916.03",,,,,436.22,261.98,"51,048.70","50,924.70","712,859.00","584,161.00","14,356.40","12,869.80",,18.37,16.04
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,,2,2
5.0-0066,Quanta_Cloud_Technology,available,QuantaGrid S74G-2U (1x GH200-96GB_aarch64 TensorRT),1,NVIDIA Grace CPU,1,NVIDIA GH200 Grace Hopper Superchip 96GB,1,available,NVIDIA GH200 Grace Hopper Superchip 96GB,72,NVIDIA Grace CPU,1,Closed ,# of Accelerators,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,,1,1
,,,,,,,,,,,,,,,# of Nodes,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,,,"83,504.20","82,792.80","50,606.50","45,990.40","2,808.21","2,824.55","2,808.21","2,824.55","3,144.18","3,203.87","3,144.18","3,203.87",,,,,,,"7,792.91","7,771.75","96,157.60","72,995.10","1,925.50","1,730.68",,2.42,1.94
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,,1,1
5.0-0067,Supermicro,available,SYS-822GA-NGR3,1,INTEL(R) XEON(R) 6980P,2,N/A,0,available,N/A,128,INTEL(R) XEON(R) 6980P,2,Closed ,# of Accelerators,,0,,,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,,,
,,,,,,,,,,,,,,,# of Nodes,,1,,,1,1,,,1,1,,,,,,,,,,,,,1,1,1,1,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,3.69,,,"19,577.80","18,987.00",,,493.91,251.31,,,,,,,,,,,,,"46,041.40","40,285.50",726.72,585.85,,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,2,,,2,2,,,2,2,,,,,,,,,,,,,2,2,2,2,,,
5.0-0068,Supermicro,available,AS-8126GS-TNMR,1,AMD EPYC 9575F,2,AMD Instinct MI325X 256GB HBM3E,8,available,AMD Instinct MI325X 256GB HBM3E,64,AMD EPYC 9575F,2,Closed ,# of Accelerators,,,,,,,,,,,8,8,8,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,# of Nodes,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,,,,,,,,,,"33,069.10","28,770.18","33,069.10","28,770.18",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,
5.0-0069,Supermicro,available,ARS-111GL-NHR (1x GH200-96GB_aarch64),1,NVIDIA Grace CPU,1,NVIDIA GH200 Grace Hopper Superchip 96GB,1,available,NVIDIA GH200 Grace Hopper Superchip 96GB,72,NVIDIA Grace CPU,1,Closed ,# of Accelerators,,,1,1,1,1,,,,,,,,,,,,,,,1,1,,,,,,,
,,,,,,,,,,,,,,,# of Nodes,,,1,1,1,1,,,,,,,,,,,,,,,1,1,,,,,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,,"85,986.90","80,992.90","51,030.90","50,468.90",,,,,,,,,,,,,,,"7,718.34","7,182.77",,,,,,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,1,1,1,1,,,,,,,,,,,,,,,1,1,,,,,,,
5.0-0070,Supermicro,available,AS-4125GS-TNHR2-LCC (8x H200-SXM-141GB TensorRT),1,AMD EPYC 9654,2,NVIDIA H200-SXM-141GB,8,available,NVIDIA H200-SXM-141GB,96,AMD EPYC 9654,2,Closed ,# of Accelerators,8,8,,,,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,,8,8,8,8,8
,,,,,,,,,,,,,,,# of Nodes,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,54.57,54.57,,,,,"21,477.40","21,757.30","21,477.40","21,757.30","35,026.80","33,045.72","35,026.80","33,045.72","35,192.50","19,413.20","35,192.50","19,413.20",551.22,290.09,"62,766.20","59,647.10",,,"15,200.30","14,589.30","440,893.00",19.45,18.30
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2
5.0-0071,Supermicro,available,SYS-522GA-NRT(8x H200-NVL-141GB),1,Intel(R) Xeon(R) 6979P,2,NVIDIA H200-NVL-141GB,8,available,NVIDIA H200-NVL-141GB,120,Intel(R) Xeon(R) 6979P,2,Closed ,# of Accelerators,8,8,,,,,8,8,8,8,,,,,,,,,,,,,,,8,8,,8,8
,,,,,,,,,,,,,,,# of Nodes,1,1,,,,,1,1,1,1,,,,,,,,,,,,,,,1,1,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,49.40,49.40,,,,,"18,724.20","18,571.10","18,724.20","18,571.10",,,,,,,,,,,,,,,"13,802.90","11,829.10",,16.78,15.95
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,,,,,2,2,2,2,,,,,,,,,,,,,,,2,2,,2,2
5.0-0072,Supermicro,available,SYS-421GE-NBRT-LCC (8x B200-SXM-180GB TensorRT),1,Intel(R) Xeon(R) Platinum 8562Y+,2,NVIDIA B200-SXM-180GB,8,available,NVIDIA B200-SXM-180GB,32,Intel(R) Xeon(R) Platinum 8562Y+,2,Closed ,# of Accelerators,,,,,,,,,,,8,8,8,8,8,8,8,8,8,8,8,8,,,,,,,
,,,,,,,,,,,,,,,# of Nodes,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,,,,,,,,,,"98,782.40","97,629.84","98,782.40","97,629.84","93,857.00","59,505.30","93,857.00","59,505.30","1,538.17","1,057.52","128,795.00","129,047.00",,,,,,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,
5.0-0073,Supermicro,available,SYS-821GE-TNHR (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8568Y+,2,NVIDIA H200-SXM-141GB,8,available,NVIDIA H200-SXM-141GB,48,Intel(R) Xeon(R) Platinum 8568Y+,2,Closed ,# of Accelerators,8,8,,,,,8,8,8,8,8,8,8,8,8,8,8,8,,,8,8,8,8,8,8,8,8,8
,,,,,,,,,,,,,,,# of Nodes,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,54.57,54.57,,,,,"21,304.30","21,544.20","21,304.30","21,544.20","34,628.30","33,052.94","34,628.30","33,052.94","34,667.60","19,431.90","34,667.60","19,431.90",,,"61,964.10","59,627.30","759,826.00","640,203.00","14,955.30","14,488.70","430,566.00",19.15,18.30
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2
5.0-0074,Supermicro,available,SYS-A21GE-NBRT (8x B200-SXM-180GB TensorRT),1,Intel(R) Xeon(R) Platinum 8568Y+,2,NVIDIA B200-SXM-180GB,8,available,NVIDIA B200-SXM-180GB,48,Intel(R) Xeon(R) Platinum 8568Y+,2,Closed ,# of Accelerators,,,,,,,,,,,8,8,8,8,8,8,8,8,8,8,8,8,,,,,,8,8
,,,,,,,,,,,,,,,# of Nodes,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,,,,,,,,,,,"97,416.90","97,552.14","97,416.90","97,552.14","92,689.20","62,265.70","92,689.20","62,265.70","1,521.74","1,080.31","125,534.00","128,961.00",,,,,,30.34,28.92
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,2,2
5.0-0075,Sustainable_Metal_Cloud,available,Dell PowerEdge XE9680 (8xH200-SXM-141GBx8 TensorRT),1,Intel(R) Xeon(R) Platinum 8462Y+,2,NVIDIA H200-SXM-141GB,8,available,NVIDIA H200-SXM-141GB,32,Intel(R) Xeon(R) Platinum 8462Y+,2,Closed ,# of Accelerators,8,8,8,8,,,8,8,8,8,8,8,,,,,,,,,8,8,8,8,8,8,,,
,,,,,,,,,,,,,,,# of Nodes,1,1,1,1,,,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,54.83,54.83,"631,064.00","570,145.00",,,"20,999.60","21,359.60","20,999.60","21,359.60","34,264.00","33,027.30",,,,,,,,,"60,923.30","57,054.40","749,810.00","632,197.00","14,391.30","13,588.80",,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,2,2,,,2,2,2,2,2,2,,,,,,,,,2,2,2,2,2,2,,,
5.0-0076,coreweave,available,(4 x GB200-186GB_aarch64 TensorRT),1,NVIDIA Grace CPU,2,NVIDIA GB200,4,available,NVIDIA GB200,144,NVIDIA Grace CPU,2,Closed ,# of Accelerators,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,
,,,,,,,,,,,,,,,# of Nodes,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,,,,,,,,,,,,,,,,,,801.91,522.12,,,,,,,,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
5.0-0077,coreweave,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,2,NVIDIA H200-SXM-141GB,8,available,NVIDIA H200-SXM-141GB,56,Intel(R) Xeon(R) Platinum 8480C,2,Closed ,# of Accelerators,,,,,,,,,,,8,8,8,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,# of Nodes,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,,,,,,,,,,"34,403.50","33,066.52","34,403.50","33,066.52",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,
5.0-0078,Google,Preview,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),1,Intel(R) Xeon(R) Platinum 8570,2,NVIDIA B200-SXM-180GB,8,Preview,NVIDIA B200-SXM-180GB,56,Intel(R) Xeon(R) Platinum 8570,2,Closed ,# of Accelerators,,,,,,,,,,,8,8,8,8,,,,,8,8,,,,,,,,8,8
,,,,,,,,,,,,,,,# of Nodes,,,,,,,,,,,1,1,1,1,,,,,1,1,,,,,,,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,,,,,,,,,,,"97,124.00","92,338.70","97,089.90","92,203.67",,,,,"1,498.56",847.48,,,,,,,,30.31,28.45
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,,,,,,,,,2,2,2,2,,,,,2,2,,,,,,,,2,2
